Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
HA9 9ZA,Live,E01000481,Brent 009B E01000481,9179,3,8890,3,0.169,10094,4,0.117,25132,8,23688,8,15466,5,77,1,8366,3,10152,4,0.199,8555,3,0.222
HA9 9ZE,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZF,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZG,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZH,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZJ,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZL,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZN,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZP,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZQ,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZR,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZT,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZU,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZX,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
HA9 9ZZ,Terminated,E01000612,Brent 019B E01000612,12061,4,9461,3,0.162,18579,6,0.071,20434,7,19754,7,11648,4,861,1,14684,5,13454,5,0.156,2887,1,0.356
N8 0HW,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0LF,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0XH,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0XQ,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0XU,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0XX,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 0ZW,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1AH,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1AN,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1AQ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1BB,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1BD,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1BL,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1BP,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1BU,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DD,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DF,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DL,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DQ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DS,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DT,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DW,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1DZ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EA,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EB,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1ED,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EE,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EF,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EG,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EH,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EJ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EL,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EN,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EP,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 1EQ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7HQ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7SX,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7SZ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7WQ,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7WW,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7WZ,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7XN,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7YE,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7YH,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7YS,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 7ZJ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8SB,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8US,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8UU,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8WQ,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8XP,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 8ZW,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9LQ,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9LS,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9US,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9UT,Live,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9WD,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9WU,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
N8 9YQ,Terminated,E01000550,Brent 034B E01000550,6026,2,4574,2,0.239,6063,2,0.156,18558,6,13786,5,2572,1,5043,2,7905,3,4311,2,0.301,1666,1,0.411
NW10 0AA,Live,E01000510,Brent 014C E01000510,7979,3,8746,3,0.17,14004,5,0.092,13833,5,27268,9,1182,1,1552,1,6324,2,8935,3,0.217,7252,3,0.244
NW10 0AB,Live,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0AD,Live,E01000510,Brent 014C E01000510,7979,3,8746,3,0.17,14004,5,0.092,13833,5,27268,9,1182,1,1552,1,6324,2,8935,3,0.217,7252,3,0.244
NW10 0AE,Terminated,E01000510,Brent 014C E01000510,7979,3,8746,3,0.17,14004,5,0.092,13833,5,27268,9,1182,1,1552,1,6324,2,8935,3,0.217,7252,3,0.244
NW10 0AF,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AG,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AH,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AJ,Terminated,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AL,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0AN,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0AP,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AQ,Terminated,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0AR,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AS,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AT,Live,E01000628,Brent 014F E01000628,6391,2,7808,3,0.183,9574,3,0.121,12343,4,16366,5,5444,2,464,1,5562,2,11134,4,0.185,5856,2,0.272
NW10 0AU,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AW,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0AX,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AY,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0AZ,Live,E01000620,Brent 020B E01000620,13624,5,13900,5,0.118,17564,6,0.075,14440,5,29618,10,18249,6,1264,1,7992,3,14669,5,0.143,12962,4,0.162
NW10 0BA,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BB,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BD,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BE,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BF,Live,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0BG,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BH,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BJ,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BL,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BN,Live,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0BP,Live,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0BQ,Terminated,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BR,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0BS,Terminated,E01000525,Brent 031C E01000525,6401,2,5743,2,0.216,7448,3,0.14,10696,4,20962,7,3354,2,2869,1,7406,3,5237,2,0.282,4608,2,0.302
NW10 0BT,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BU,Terminated,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BW,Live,E01000601,Brent 021B E01000601,1192,1,906,1,0.358,2016,1,0.226,6342,2,6133,2,1193,1,62,1,15087,5,1302,1,0.409,1790,1,0.404
NW10 0BX,Terminated,E01000525,Brent 031C E01000525,6401,2,5743,2,0.216,7448,3,0.14,10696,4,20962,7,3354,2,2869,1,7406,3,5237,2,0.282,4608,2,0.302
NW10 0BY,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0BZ,Terminated,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0DA,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0DB,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DD,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DE,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DF,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DG,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0DH,Terminated,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0DJ,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DL,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DN,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DP,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DQ,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DR,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DS,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DT,Live,E01000622,Brent 010D E01000622,7963,3,11502,4,0.14,16605,6,0.079,12160,4,20292,7,3821,2,16,1,6850,3,11904,4,0.175,5072,2,0.29
NW10 0DU,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DW,Terminated,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DX,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DY,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0DZ,Live,E01000525,Brent 031C E01000525,6401,2,5743,2,0.216,7448,3,0.14,10696,4,20962,7,3354,2,2869,1,7406,3,5237,2,0.282,4608,2,0.302
NW10 0EA,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
NW10 0EB,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0ED,Terminated,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EE,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EF,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EG,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EH,Terminated,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EJ,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EL,Terminated,E01000510,Brent 014C E01000510,7979,3,8746,3,0.17,14004,5,0.092,13833,5,27268,9,1182,1,1552,1,6324,2,8935,3,0.217,7252,3,0.244
NW10 0EN,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0EP,Live,E01000510,Brent 014C E01000510,7979,3,8746,3,0.17,14004,5,0.092,13833,5,27268,9,1182,1,1552,1,6324,2,8935,3,0.217,7252,3,0.244
NW10 0EQ,Live,E01000626,Brent 010E E01000626,3361,2,3122,1,0.273,5207,2,0.167,8676,3,12480,4,2771,1,76,1,13902,5,5188,2,0.283,1623,1,0.413
NW10 0ER,Live,E01000627,Brent 014E E01000627,4522,2,6694,3,0.2,8651,3,0.129,8998,3,18162,6,2009,1,99,1,4074,2,6200,2,0.263,8631,3,0.22
